EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Hæ §en																																							MA_HT_032_RD01.spr	MA_HT_032_HW01.spr	MA_HT_032_HR01.spr	MA_HT_032_HA01.spr	MA_HT_032_HA02.spr	MA_HT_032_HM01.spr	MA_HT_032_HI01.spr	MA_HT_032_HD01.spr	MA_HT_032_RD01.spr	MA_HT_032_RD01.spr
H·n HuyÕt Long C©u																																							MA_HT_033_RD01.spr	MA_HT_033_HW01.spr	MA_HT_033_HR01.spr	MA_HT_033_HA01.spr	MA_HT_033_HA02.spr	MA_HT_033_HM01.spr	MA_HT_033_HI01.spr	MA_HT_033_HD01.spr	MA_HT_033_RD01.spr	MA_HT_033_RD01.spr
S­ Tö																																							MA_HT_035_RD01.spr	MA_HT_035_HW01.spr	MA_HT_035_HR01.spr	MA_HT_035_HA01.spr	MA_HT_035_HA02.spr	MA_HT_035_HM01.spr	MA_HT_035_HI01.spr	MA_HT_035_HD01.spr	MA_HT_035_RD01.spr	MA_HT_035_RD01.spr
L¹c §µ																																							MA_HT_036_RD01.spr	MA_HT_036_HW01.spr	MA_HT_036_HR01.spr	MA_HT_036_HA01.spr	MA_HT_036_HA02.spr	MA_HT_036_HM01.spr	MA_HT_036_HI01.spr	MA_HT_036_HD01.spr	MA_HT_036_RD01.spr	MA_HT_036_RD01.spr
L¹c §µ																																							MA_HT_037_RD01.spr	MA_HT_037_HW01.spr	MA_HT_037_HR01.spr	MA_HT_037_HA01.spr	MA_HT_037_HA02.spr	MA_HT_037_HM01.spr	MA_HT_037_HI01.spr	MA_HT_037_HD01.spr	MA_HT_037_RD01.spr	MA_HT_037_RD01.spr
ThÇn Léc																																							MA_HT_038_RD01.spr	MA_HT_038_HW01.spr	MA_HT_038_HR01.spr	MA_HT_038_HA01.spr	MA_HT_038_HA02.spr	MA_HT_038_HM01.spr	MA_HT_038_HI01.spr	MA_HT_038_HD01.spr	MA_HT_038_RD01.spr	MA_HT_038_RD01.spr
D­¬ng Sa																																							MA_HT_039_RD01.spr	MA_HT_039_HW01.spr	MA_HT_039_HR01.spr	MA_HT_039_HA01.spr	MA_HT_039_HA02.spr	MA_HT_039_HM01.spr	MA_HT_039_HI01.spr	MA_HT_039_HD01.spr	MA_HT_039_RD01.spr	MA_HT_039_RD01.spr
Ngù Phong																																							MA_HT_040_RD01.spr	MA_HT_040_HW01.spr	MA_HT_040_HR01.spr	MA_HT_040_HA01.spr	MA_HT_040_HA02.spr	MA_HT_040_HM01.spr	MA_HT_040_HI01.spr	MA_HT_040_HD01.spr	MA_HT_040_RD01.spr	MA_HT_040_RD01.spr
Truy §iÖn																																							MA_HT_041_RD01.spr	MA_HT_041_HW01.spr	MA_HT_041_HR01.spr	MA_HT_041_HA01.spr	MA_HT_041_HA02.spr	MA_HT_041_HM01.spr	MA_HT_041_HI01.spr	MA_HT_041_HD01.spr	MA_HT_041_RD01.spr	MA_HT_041_RD01.spr
L­u Tinh																																							MA_HT_042_RD01.spr	MA_HT_042_HW01.spr	MA_HT_042_HR01.spr	MA_HT_042_HA01.spr	MA_HT_042_HA02.spr	MA_HT_042_HM01.spr	MA_HT_042_HI01.spr	MA_HT_042_HD01.spr	MA_HT_042_RD01.spr	MA_HT_042_RD01.spr
TÞch V©n M·																																							horse115_ht_rs01.spr	horse115_ht_rw.spr	horse115_ht_rr.spr	horse115_ht_ra01.spr	horse115_ht_ra02.spr	horse115_ht_rm.spr	horse115_ht_rb.spr	horse115_ht_rd.spr	horse115_ht_rs01.spr	horse115_ht_rs01.spr
¤ V©n																																							horse117_ht_rs01.spr	horse117_ht_rw.spr	horse117_ht_rr.spr	horse117_ht_ra01.spr	horse117_ht_ra02.spr	horse117_ht_rm.spr	horse117_ht_rb.spr	horse117_ht_rd.spr	horse117_ht_rs01.spr	horse117_ht_rs01.spr
Hoµng v©n m·																																							horse114_ht_rs01.spr	horse114_ht_rw.spr	horse114_ht_rr.spr	horse114_ht_ra01.spr	horse114_ht_ra02.spr	horse114_ht_rm.spr	horse114_ht_rb.spr	horse114_ht_rd.spr	horse114_ht_rs01.spr	horse114_ht_rs01.spr
Kú L©n Sõng §á																																							horse_119_ht_rs.spr	horse_119_ht_rw.spr	horse_119_ht_rr.spr	horse_119_ht_ra01.spr	horse_119_ht_ra02.spr	horse_119_ht_rm.spr	horse_119_ht_rb.spr	horse_119_ht_rd.spr	horse_119_ht_rs.spr	horse_119_ht_rs.spr
Kú l©n ®en 																																							MA_HT_049_RD01.spr	MA_HT_049_HW01.spr	MA_HT_049_HR01.spr	MA_HT_049_HA01.spr	MA_HT_049_HA02.spr	MA_HT_049_HM01.spr	MA_HT_049_HI01.spr	MA_HT_049_HD01.spr	MA_HT_049_RD01.spr	MA_HT_049_RD01.spr
C¸o tr¾ng																																							MA_HT_050_RD01.spr	MA_HT_050_HW01.spr	MA_HT_050_HR01.spr	MA_HT_050_HA01.spr	MA_HT_050_HA02.spr	MA_HT_050_HM01.spr	MA_HT_050_HI01.spr	MA_HT_050_HD01.spr	MA_HT_050_RD01.spr	MA_HT_050_RD01.spr
C¸o vµng																																							MA_HT_052_RD01.spr	MA_HT_052_HW01.spr	MA_HT_052_HR01.spr	MA_HT_052_HA01.spr	MA_HT_052_HA02.spr	MA_HT_052_HM01.spr	MA_HT_052_HI01.spr	MA_HT_052_HD01.spr	MA_HT_052_RD01.spr	MA_HT_052_RD01.spr
H­u tuyÕt																																							MA_HT_089_RD01.spr	MA_HT_089_HW01.spr	MA_HT_089_HR01.spr	MA_HT_089_HA01.spr	MA_HT_089_HA02.spr	MA_HT_089_HM01.spr	MA_HT_089_HI01.spr	MA_HT_089_HD01.spr	MA_HT_089_RD01.spr	MA_HT_089_RD01.spr
Thá tr¾ng																																							MA_HT_114_RD01.spr	MA_HT_114_HW01.spr	MA_HT_114_HR01.spr	MA_HT_114_HA01.spr	MA_HT_114_HA02.spr	MA_HT_114_HM01.spr	MA_HT_114_HI01.spr	MA_HT_114_HD01.spr	MA_HT_114_RD01.spr	MA_HT_114_RD01.spr
Hoµng ti dª																																							horse055_ht_rs.spr	horse055_ht_rw.spr	horse055_ht_rr.spr	horse055_ht_ra01.spr	horse055_ht_ra02.spr	horse055_ht_rm.spr	horse055_ht_rb.spr	horse055_ht_rd.spr	horse055_ht_rs.spr	horse055_ht_rs.spr
Lôc kú l©n																																							horse070_ht_rs01.spr	horse070_ht_rw.spr	horse070_ht_rr.spr	horse070_ht_ra01.spr	horse070_ht_ra02.spr	horse070_ht_rm.spr	horse070_ht_rb.spr	horse070_ht_rd.spr	horse070_ht_rs01.spr	horse070_ht_rs01.spr
Rång Löa																																							MA_HT_119vip_RD01.spr	MA_HT_119vip_HW01.spr	MA_HT_119vip_HR01.spr	MA_HT_119vip_HA01.spr	MA_HT_119vip_HA02.spr	MA_HT_119vip_HM01.spr	MA_HT_119vip_HI01.spr	MA_HT_119vip_HD01.spr	MA_HT_119vip_RD01.spr	MA_HT_119vip_RD01.spr
H¾c Phong																																							horse45_ht_rs.spr	horse45_ht_rw.spr	horse45_ht_rr.spr	horse45_ht_ra01.spr	horse45_ht_ra02.spr	horse45_ht_rm.spr	horse45_ht_rb.spr	horse45_ht_rd.spr	horse45_ht_rs.spr	horse45_ht_rs.spr
B¹ch Long																																							horse66_ht_rs01.spr	horse66_ht_rw.spr	horse66_ht_rr.spr	horse66_ht_ra01.spr	horse66_ht_ra02.spr	horse66_ht_rm.spr	horse66_ht_rb.spr	horse66_ht_rd.spr	horse66_ht_ra02.spr	horse66_ht_ra02.spr
Tö §iÖn 																																							horse077_ht_rs01.spr	horse077_ht_rw.spr	horse077_ht_rr.spr	horse077_ht_ra01.spr	horse077_ht_ra02.spr	horse077_ht_rm.spr	horse077_ht_rb.spr	horse077_ht_rd.spr	horse077_ht_rs01.spr	horse077_ht_rs01.spr
TuyÕt L©n																																							horse078_ht_rs01.spr	horse078_ht_rw.spr	horse078_ht_rr.spr	horse078_ht_ra01.spr	horse078_ht_ra02.spr	horse078_ht_rm.spr	horse078_ht_rb.spr	horse078_ht_rd.spr	horse078_ht_rs01.spr	horse078_ht_rs01.spr
L«i ¶nh																																							horse079_ht_rs01.spr	horse079_ht_rw.spr	horse079_ht_rr.spr	horse079_ht_ra01.spr	horse079_ht_ra02.spr	horse079_ht_rm.spr	horse079_ht_rb.spr	horse079_ht_rd.spr	horse079_ht_rs01.spr	horse079_ht_rs01.spr
HuyÕt Vò																																							horse116_ht_rs01.spr	horse116_ht_rw.spr	horse116_ht_rr.spr	horse116_ht_ra01.spr	horse116_ht_ra02.spr	horse116_ht_rm.spr	horse116_ht_rb.spr	horse116_ht_rd.spr	horse116_ht_rs01.spr	horse116_ht_rs01.spr
Ng©n ¶nh																																							cchorse118_ht_rs01.spr	cchorse118_ht_rw.spr	cchorse118_ht_rr.spr	cchorse118_ht_ra01.spr	cchorse118_ht_ra02.spr	cchorse118_ht_rm.spr	cchorse118_ht_rb.spr	cchorse118_ht_rd.spr	cchorse118_ht_rs01.spr	cchorse118_ht_rs01.spr
Long Uy																																							130huoyanma_ht_rs.spr	130huoyanma_ht_rw.spr	130huoyanma_ht_rr.spr	130huoyanma_ht_ra01.spr	130huoyanma_ht_ra02.spr	130huoyanma_ht_rm.spr	130huoyanma_ht_rb.spr	130huoyanma_ht_rd.spr	130huoyanma_ht_rs.spr	130huoyanma_ht_rs.spr
Tµng Phong																																							jueshixueyu_ht_rs.spr	jueshixueyu_ht_rw.spr	jueshixueyu_ht_rr.spr	jueshixueyu_ht_ra01.spr	jueshixueyu_ht_ra02.spr	jueshixueyu_ht_rm.spr	jueshixueyu_ht_rb.spr	jueshixueyu_ht_rd.spr	jueshixueyu_ht_rs.spr	jueshixueyu_ht_rs.spr
Phi TuyÕt																																							ma_005_ht_rs01.spr	ma_005_ht_rw.spr	ma_005_ht_rr.spr	ma_005_ht_ra01.spr	ma_005_ht_ra02.spr	ma_005_ht_rm.spr	ma_005_ht_rb.spr	ma_005_ht_rd.spr	ma_005_ht_rs01.spr	ma_005_ht_rs01.spr
HuyÕt ¶nh																																							ma_007_ht_rs01.spr	ma_007_ht_rw.spr	ma_007_ht_rr.spr	ma_007_ht_ra01.spr	ma_007_ht_ra02.spr	ma_007_ht_rm.spr	ma_007_ht_rb.spr	ma_007_ht_rd.spr	ma_007_ht_rs01.spr	ma_007_ht_rs01.spr
B¹ch V©n																																							ma_009_ht_rs01.spr	ma_009_ht_rw.spr	ma_009_ht_rr.spr	ma_009_ht_ra01.spr	ma_009_ht_ra02.spr	ma_009_ht_rm.spr	ma_009_ht_rb.spr	ma_009_ht_rd.spr	ma_009_ht_rs01.spr	ma_009_ht_rs01.spr
L«i V©n																																							ma_010_ht_rs01.spr	ma_010_ht_rw.spr	ma_010_ht_rr.spr	ma_010_ht_ra01.spr	ma_010_ht_ra02.spr	ma_010_ht_rm.spr	ma_010_ht_rb.spr	ma_010_ht_rd.spr	ma_010_ht_rs01.spr	ma_010_ht_rs01.spr
H¾c M· 																																							ma_011_ht_rs01.spr	ma_011_ht_rw.spr	ma_011_ht_rr.spr	ma_011_ht_ra01.spr	ma_011_ht_ra02.spr	ma_011_ht_rm.spr	ma_011_ht_rb.spr	ma_011_ht_rd.spr	ma_011_ht_rs01.spr	ma_011_ht_rs01.spr
Tö  V©n																																							ma_012_ht_rs01.spr	ma_012_ht_rw.spr	ma_012_ht_rr.spr	ma_012_ht_ra01.spr	ma_012_ht_ra02.spr	ma_012_ht_rm.spr	ma_012_ht_rb.spr	ma_012_ht_rd.spr	ma_012_ht_rs01.spr	ma_012_ht_rs01.spr
Kim Gi¸p 																																							ma_lanma_ht_rs.spr	ma_lanma_ht_rw.spr	ma_lanma_ht_rr.spr	ma_lanma_ht_ra01.spr	ma_lanma_ht_ra02.spr	ma_lanma_ht_rm.spr	ma_lanma_ht_rb.spr	ma_lanma_ht_rd.spr	ma_lanma_ht_rs.spr	ma_lanma_ht_rs.spr
XÝch V©n																																							QianLiMa_ht_rs01.spr	QianLiMa_ht_rw.spr	QianLiMa_ht_rr.spr	QianLiMa_ht_ra01.spr	QianLiMa_ht_ra02.spr	QianLiMa_ht_rm.spr	QianLiMa_ht_rb.spr	QianLiMa_ht_rd.spr	QianLiMa_ht_rs01.spr	QianLiMa_ht_rs01.spr
Ti hoµng l©n																																							huoqilin_ht_rs01.spr	huoqilin_ht_rw.spr	huoqilin_ht_rr.spr	huoqilin_ht_ra01.spr	huoqilin_ht_ra02.spr	huoqilin_ht_rm.spr	huoqilin_ht_rb.spr	huoqilin_ht_rd.spr	huoqilin_ht_rs01.spr	huoqilin_ht_rs01.spr
S­ Tö Hoµng Kim																																							horse083_ht_rs01.spr	horse083_ht_rw.spr	horse083_ht_rr.spr	horse083_ht_ra01.spr	horse083_ht_ra02.spr	horse083_ht_rm.spr	horse083_ht_rb.spr	horse083_ht_rd.spr	horse083_ht_rs01.spr	horse083_ht_rs01.spr
S­ Tö H¾c Kim																																							horse043_ht_rs01.spr	horse043_ht_rw.spr	horse043_ht_rr.spr	horse043_ht_ra01.spr	horse043_ht_ra02.spr	horse043_ht_rm.spr	horse043_ht_rb.spr	horse043_ht_rd.spr	horse043_ht_rs01.spr	horse043_ht_rs01.spr
Tr©u Kinh																																							horse112_ht_ra02.spr	horse112_ht_rw.spr	horse112_ht_rr.spr	horse112_ht_ra01.spr	horse112_ht_ra02.spr	horse112_ht_rm.spr	horse112_ht_rb.spr	horse112_ht_rd.spr	horse112_ht_ra02.spr	horse112_ht_ra02.spr
B¹ch V©n M·																																							horse120_ht_rs01.spr	horse120_ht_rw.spr	horse120_ht_rr.spr	horse120_ht_ra01.spr	horse120_ht_ra02.spr	horse120_ht_rm.spr	horse120_ht_rb.spr	horse120_ht_rd.spr	horse120_ht_rs01.spr	horse120_ht_rs01.spr
V« ¶nh																																							MA_HT_049_RD01.spr	MA_HT_049_HW01.spr	MA_HT_049_HR01.spr	MA_HT_049_HA01.spr	MA_HT_049_HA02.spr	MA_HT_049_HM01.spr	MA_HT_049_HI01.spr	MA_HT_049_HD01.spr	MA_HT_049_RD01.spr	MA_HT_049_RD01.spr
S­ Tö  Tr¾ng																																							ma_030_ht_rs01.spr	ma_030_ht_rw.spr	ma_030_ht_rr.spr	ma_030_ht_ra01.spr	ma_030_ht_ra02.spr	ma_030_ht_rm.spr	ma_030_ht_rb.spr	ma_030_ht_rd.spr	ma_030_ht_rs01.spr	ma_030_ht_rs01.spr
S­ Tö  Vµng																																							ma_038_ht_rs01.spr	ma_038_ht_rw.spr	ma_038_ht_rr.spr	ma_038_ht_ra01.spr	ma_038_ht_ra02.spr	ma_038_ht_rm.spr	ma_038_ht_rb.spr	ma_038_ht_rd.spr	ma_038_ht_rs01.spr	ma_038_ht_rs01.spr
Hæ R¨ng KiÕm																																							MA_HT_093_RD01.spr	MA_HT_093_HW01.spr	MA_HT_093_HR01.spr	MA_HT_093_HA01.spr	MA_HT_093_HA02.spr	MA_HT_093_HM01.spr	MA_HT_093_HI01.spr	MA_HT_093_HD01.spr	MA_HT_093_RD01.spr	MA_HT_093_RD01.spr
¤ Truy																																							ma_008_ht_rs01.spr	ma_008_ht_rw.spr	ma_008_ht_rr.spr	ma_008_ht_ra01.spr	ma_008_ht_ra02.spr	ma_008_ht_rm.spr	ma_008_ht_rb.spr	ma_008_ht_rd.spr	ma_008_ht_rs01.spr	ma_008_ht_rs01.spr
Song Vü																																							horse_32_ht_rs.spr	horse_32_ht_rw.spr	horse_32_ht_rr.spr	horse_32_ht_ra01.spr	horse_32_ht_ra02.spr	horse_32_ht_rm.spr	horse_32_ht_rb.spr	horse_32_ht_rd.spr	horse_32_ht_rs.spr	horse_32_ht_rs.spr
Vua Hæ																																							ma_020_ht_rs01.spr	ma_020_ht_rw.spr	ma_020_ht_rr.spr	ma_020_ht_ra01.spr	ma_020_ht_ra02.spr	ma_020_ht_rm.spr	ma_020_ht_rb.spr	ma_020_ht_rd.spr	ma_020_ht_rs01.spr	ma_020_ht_rs01.spr
B¨ng Háa L©n																																							ma_021_ht_rs01.spr	ma_021_ht_rw.spr	ma_021_ht_rr.spr	ma_021_ht_ra01.spr	ma_021_ht_ra02.spr	ma_021_ht_rm.spr	ma_021_ht_rb.spr	ma_021_ht_rd.spr	ma_021_ht_rs01.spr	ma_021_ht_rs01.spr
ThiÕt Gi¸p L©n																																							ma_0222_ht_rs01.spr	ma_0222_ht_rw.spr	ma_0222_ht_rr.spr	ma_0222_ht_ra01.spr	ma_0222_ht_ra02.spr	ma_0222_ht_rm.spr	ma_0222_ht_rb.spr	ma_0222_ht_rd.spr	ma_0222_ht_rs01.spr	ma_0222_ht_rs01.spr
Hoµng L©n																																							ma_023_ht_rs01.spr	ma_023_ht_rw.spr	ma_023_ht_rr.spr	ma_023_ht_ra01.spr	ma_023_ht_ra02.spr	ma_023_ht_rm.spr	ma_023_ht_rb.spr	ma_023_ht_rd.spr	ma_023_ht_rs01.spr	ma_023_ht_rs01.spr
BÝch L©n																																							ma_024_ht_rs01.spr	ma_024_ht_rw.spr	ma_024_ht_rr.spr	ma_024_ht_ra01.spr	ma_024_ht_ra02.spr	ma_024_ht_rm.spr	ma_024_ht_rb.spr	ma_024_ht_rd.spr	ma_024_ht_rs01.spr	ma_024_ht_rs01.spr
Háa Viªm																																							ma_025_ht_rs01.spr	ma_025_ht_rw.spr	ma_025_ht_rr.spr	ma_025_ht_ra01.spr	ma_025_ht_ra02.spr	ma_025_ht_rm.spr	ma_025_ht_rb.spr	ma_025_ht_rd.spr	ma_025_ht_rs01.spr	ma_025_ht_rs01.spr
H¾c Tinh 																																							ma_026_ht_rs01.spr	ma_026_ht_rw.spr	ma_026_ht_rr.spr	ma_026_ht_ra01.spr	ma_026_ht_ra02.spr	ma_026_ht_rm.spr	ma_026_ht_rb.spr	ma_026_ht_rd.spr	ma_026_ht_rs01.spr	ma_026_ht_rs01.spr
H¾c Hãa																																							ma_027_ht_rs01.spr	ma_027_ht_rw.spr	ma_027_ht_rr.spr	ma_027_ht_ra01.spr	ma_027_ht_ra02.spr	ma_027_ht_rm.spr	ma_027_ht_rb.spr	ma_027_ht_rd.spr	ma_027_ht_rs01.spr	ma_027_ht_rs01.spr
Giao Phong																																							ma_0228_ht_rs01.spr	ma_0228_ht_rw.spr	ma_0228_ht_rr.spr	ma_0228_ht_ra01.spr	ma_0228_ht_ra02.spr	ma_0228_ht_rm.spr	ma_0228_ht_rb.spr	ma_0228_ht_rd.spr	ma_0228_ht_rs01.spr	ma_0228_ht_rs01.spr
TuyÕt V« ¶nh																																							ma_029_ht_rs01.spr	ma_029_ht_rw.spr	ma_029_ht_rr.spr	ma_029_ht_ra01.spr	ma_029_ht_ra02.spr	ma_029_ht_rm.spr	ma_029_ht_rb.spr	ma_029_ht_rd.spr	ma_029_ht_rs01.spr	ma_029_ht_rs01.spr
B¹ch L©n																																							ma_0230_ht_rs01.spr	ma_0230_ht_rw.spr	ma_0230_ht_rr.spr	ma_0230_ht_ra01.spr	ma_0230_ht_ra02.spr	ma_0230_ht_rm.spr	ma_0230_ht_rb.spr	ma_0230_ht_rd.spr	ma_0230_ht_rs01.spr	ma_0230_ht_rs01.spr
