EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
XÝch V©n																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
Ti hoµng l©n																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
S­ Tö Hoµng Kim																																																
S­ Tö H¾c Kim																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
Tr©u Kinh																																																
B¹ch V©n M·																																																
V« ¶nh																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
S­ Tö  Tr¾ng																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
S­ Tö  Vµng																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
Hæ R¨ng KiÕm																																							..\man\MA_HHF_091_RD01.spr	..\man\MA_HHF_091_HW01.spr	..\man\MA_HHF_091_HR01.spr	..\man\MA_HHF_091_HA01.spr	..\man\MA_HHF_091_HA02.spr	..\man\MA_HHF_091_HM01.spr	..\man\MA_HHF_091_HI01.spr	..\man\MA_HHF_091_HD01.spr	..\man\MA_HHF_091_RD01.spr	..\man\MA_HHF_091_RD01.spr
¤ Truy																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
Song Vü																																							..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
Vua Hæ																																							..\man\hhfho_rs01.spr	..\man\hhfho_rw.spr	..\man\hhfho_rr.spr	..\man\hhfho_ra01.spr	..\man\hhfho_ra02.spr	..\man\hhfho_rm.spr	..\man\hhfho_rb.spr	..\man\hhfho_rd.spr	..\man\hhfho_ra02.spr	..\man\hhfho_ra02.spr
B¨ng Háa L©n																																							..\man\hhflan_rs01.spr	..\man\hhflan_rw.spr	..\man\hhflan_rr.spr	..\man\hhflan_ra01.spr	..\man\hhflan_ra02.spr	..\man\hhflan_rm.spr		..\man\hhflan_rd.spr	..\man\hhflan_ra02.spr	..\man\hhflan_ra02.spr
ThiÕt Gi¸p L©n																																							..\man\hhflan_rs01.spr	..\man\hhflan_rw.spr	..\man\hhflan_rr.spr	..\man\hhflan_ra01.spr	..\man\hhflan_ra02.spr	..\man\hhflan_rm.spr		..\man\hhflan_rd.spr	..\man\hhflan_ra02.spr	..\man\hhflan_ra02.spr
Hoµng L©n																																							..\man\hhflan_rs01.spr	..\man\hhflan_rw.spr	..\man\hhflan_rr.spr	..\man\hhflan_ra01.spr	..\man\hhflan_ra02.spr	..\man\hhflan_rm.spr		..\man\hhflan_rd.spr	..\man\hhflan_ra02.spr	..\man\hhflan_ra02.spr
BÝch L©n																																							..\man\MA_HHF_119vip3_RD01.spr	..\man\MA_HHF_119vip3_HW01.spr	..\man\MA_HHF_119vip3_HR01.spr	..\man\MA_HHF_119vip3_HA01.spr	..\man\MA_HHF_119vip3_HA02.spr	..\man\MA_HHF_119vip3_HM01.spr	..\man\MA_HHF_119vip3_HI01.spr	..\man\MA_HHF_119vip3_HD01.spr	..\man\MA_HHF_119vip3_RD01.spr	..\man\MA_HHF_119vip3_RD01.spr
Háa Viªm																																							..\man\hhfnguatrangxanh_rs01.spr	..\man\hhfnguatrangxanh_rw.spr	..\man\hhfnguatrangxanh_rr.spr	..\man\hhfnguatrangxanh_ra01.spr	..\man\hhfnguatrangxanh_ra02.spr	..\man\hhfnguatrangxanh_rm.spr	..\man\hhfnguatrangxanh_rb.spr	..\man\hhfnguatrangxanh_rd.spr	..\man\hhfnguatrangxanh_ra02.spr	..\man\hhfnguatrangxanh_ra02.spr
H¾c Tinh 																																							..\man\hhfnguatrangxanh_rs01.spr	..\man\hhfnguatrangxanh_rw.spr	..\man\hhfnguatrangxanh_rr.spr	..\man\hhfnguatrangxanh_ra01.spr	..\man\hhfnguatrangxanh_ra02.spr	..\man\hhfnguatrangxanh_rm.spr	..\man\hhfnguatrangxanh_rb.spr	..\man\hhfnguatrangxanh_rd.spr	..\man\hhfnguatrangxanh_ra02.spr	..\man\hhfnguatrangxanh_ra02.spr
H¾c Hãa																																							..\man\hhfnguavang_rs01.spr	..\man\hhfnguavang_rw.spr	..\man\hhfnguavang_rr.spr	..\man\hhfnguavang_ra01.spr	..\man\hhfnguavang_ra02.spr	..\man\hhfnguavang_rm.spr	..\man\hhfnguavang_rb.spr	..\man\hhfnguavang_rd.spr	..\man\hhfnguavang_ra02.spr	..\man\hhfnguavang_ra02.spr
Giao Phong																																							..\man\hhfnguavang_rs01.spr	..\man\hhfnguavang_rw.spr	..\man\hhfnguavang_rr.spr	..\man\hhfnguavang_ra01.spr	..\man\hhfnguavang_ra02.spr	..\man\hhfnguavang_rm.spr	..\man\hhfnguavang_rb.spr	..\man\hhfnguavang_rd.spr	..\man\hhfnguavang_ra02.spr	..\man\hhfnguavang_ra02.spr
TuyÕt V« ¶nh																																							..\man\hhfnguatrangvang1_rs01.spr	..\man\hhfnguatrangvang1_rw.spr	..\man\hhfnguatrangvang1_rr.spr	..\man\hhfnguatrangvang1_ra01.spr	..\man\hhfnguatrangvang1_ra02.spr	..\man\hhfnguatrangvang1_rm.spr	..\man\hhfnguatrangvang1_rb.spr	..\man\hhfnguatrangvang1_rd.spr	..\man\hhfnguatrangvang1_ra02.spr	..\man\hhfnguatrangvang1_ra02.spr
B¹ch L©n																																							..\man\MA_HHF_119vip2_RD01.spr	..\man\MA_HHF_119vip2_HW01.spr	..\man\MA_HHF_119vip2_HR01.spr	..\man\MA_HHF_119vip2_HA01.spr	..\man\MA_HHF_119vip2_HA02.spr	..\man\MA_HHF_119vip2_HM01.spr	..\man\MA_HHF_119vip2_HI01.spr	..\man\MA_HHF_119vip2_HD01.spr	..\man\MA_HHF_119vip2_RD01.spr	..\man\MA_HHF_119vip2_RD01.spr
