EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
L«i V©n																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
H¾c M· 																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
Tö  V©n																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
Kim Gi¸p 																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
XÝch V©n																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
Ti hoµng l©n																																							..\man\2014_vip2_003_ra02.spr	..\man\2014_vip2_003_rw.spr	..\man\2014_vip2_003_rr.spr	..\man\2014_vip2_003_ra01.spr	..\man\2014_vip2_003_ra02.spr	..\man\2014_vip2_003_rm.spr	..\man\2014_vip2_003_rb.spr	..\man\2014_vip2_003_rd.spr	..\man\2014_vip2_003_ra02.spr	..\man\2014_vip2_003_ra02.spr
S­ Tö Hoµng Kim																																							..\man\2018_vip3_ra02.spr	..\man\2018_vip3_rw.spr	..\man\2018_vip3_rr.spr	..\man\2018_vip3_ra01.spr	..\man\2018_vip3_ra02.spr	..\man\2018_vip3_rm.spr	..\man\2018_vip3_rb.spr	..\man\2018_vip3_rd.spr	..\man\2018_vip3_ra02.spr	..\man\2018_vip3_ra02.spr
S­ Tö H¾c Kim																																							..\man\2018_vip1_ra02.spr	..\man\2018_vip1_rw.spr	..\man\2018_vip1_rr.spr	..\man\2018_vip1_ra01.spr	..\man\2018_vip1_ra02.spr	..\man\2018_vip1_rm.spr	..\man\2018_vip1_rb.spr	..\man\2018_vip1_rd.spr	..\man\2018_vip1_ra02.spr	..\man\2018_vip1_ra02.spr
Tr©u Kinh																																																
B¹ch V©n M·																																							..\man\118_ra02.spr	..\man\118_rw.spr	..\man\118_rr.spr	..\man\118_ra01.spr	..\man\118_ra02.spr	..\man\118_rm.spr	..\man\118_rb.spr	..\man\118_rd.spr	..\man\118_ra02.spr	..\man\118_ra02.spr
V« ¶nh																																							..\man\eff_001_ra02.spr	..\man\eff_001_rw.spr	..\man\eff_001_rr.spr	..\man\eff_001_ra01.spr	..\man\eff_001_ra02.spr	..\man\eff_001_rm.spr	..\man\eff_001_rb.spr	..\man\eff_001_rs.spr	..\man\eff_001_ra02.spr	..\man\eff_001_ra02.spr
S­ Tö  Tr¾ng																																							..\man\2018_vip2_ra02.spr	..\man\2018_vip2_rw.spr	..\man\2018_vip2_rr.spr	..\man\2018_vip2_ra01.spr	..\man\2018_vip2_ra02.spr	..\man\2018_vip2_rm.spr	..\man\2018_vip2_rb.spr	..\man\2018_vip2_rd.spr	..\man\2018_vip2_ra02.spr	..\man\2018_vip2_ra02.spr
S­ Tö  Vµng																																							..\man\2018_vip3_ra02.spr	..\man\2018_vip3_rw.spr	..\man\2018_vip3_rr.spr	..\man\2018_vip3_ra01.spr	..\man\2018_vip3_ra02.spr	..\man\2018_vip3_rm.spr	..\man\2018_vip3_rb.spr	..\man\2018_vip3_rd.spr	..\man\2018_vip3_ra02.spr	..\man\2018_vip3_ra02.spr
Hæ R¨ng KiÕm																																							..\man\MA_HTF_091_RD01.spr	..\man\MA_HTF_091_HW01.spr	..\man\MA_HTF_091_HR01.spr	..\man\MA_HTF_091_HA01.spr	..\man\MA_HTF_091_HA02.spr	..\man\MA_HTF_091_HM01.spr	..\man\MA_HTF_091_HI01.spr	..\man\MA_HTF_091_HD01.spr	..\man\MA_HTF_091_RD01.spr	..\man\MA_HTF_091_RD01.spr
¤ Truy																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
Song Vü																																							..\man\eff_000_ra02.spr	..\man\eff_000_rw.spr	..\man\eff_000_rr.spr	..\man\eff_000_ra01.spr	..\man\eff_000_ra02.spr	..\man\eff_000_rm.spr	..\man\eff_000_rb.spr	..\man\eff_000_rs.spr	..\man\eff_000_ra02.spr	..\man\eff_000_ra02.spr
Vua Hæ																																							..\man\htfho_rs01.spr	..\man\htfho_rw.spr	..\man\htfho_rr.spr	..\man\htfho_ra01.spr	..\man\htfho_ra02.spr	..\man\htfho_rm.spr	..\man\htfho_rb.spr	..\man\htfho_rd.spr	..\man\htfho_ra02.spr	..\man\htfho_ra02.spr
B¨ng Háa L©n																																							..\man\htflan_rs01.spr	..\man\htflan_rw.spr	..\man\htflan_rr.spr	..\man\htflan_ra01.spr	..\man\htflan_ra02.spr	..\man\htflan_rm.spr		..\man\htflan_rd.spr	..\man\htflan_ra02.spr	..\man\htflan_ra02.spr
ThiÕt Gi¸p L©n																																							..\man\htflan_rs01.spr	..\man\htflan_rw.spr	..\man\htflan_rr.spr	..\man\htflan_ra01.spr	..\man\htflan_ra02.spr	..\man\htflan_rm.spr		..\man\htflan_rd.spr	..\man\htflan_ra02.spr	..\man\htflan_ra02.spr
Hoµng L©n																																							..\man\htflan_rs01.spr	..\man\htflan_rw.spr	..\man\htflan_rr.spr	..\man\htflan_ra01.spr	..\man\htflan_ra02.spr	..\man\htflan_rm.spr		..\man\htflan_rd.spr	..\man\htflan_ra02.spr	..\man\htflan_ra02.spr
BÝch L©n																																							..\man\MA_HTF_119vip3_RD01.spr	..\man\MA_HTF_119vip3_HW01.spr	..\man\MA_HTF_119vip3_HR01.spr	..\man\MA_HTF_119vip3_HA01.spr	..\man\MA_HTF_119vip3_HA02.spr	..\man\MA_HTF_119vip3_HM01.spr	..\man\MA_HTF_119vip3_HI01.spr	..\man\MA_HTF_119vip3_HD01.spr	..\man\MA_HTF_119vip3_RD01.spr	..\man\MA_HTF_119vip3_RD01.spr
Háa Viªm																																							..\man\htfnguatrangxanh_rs01.spr	..\man\htfnguatrangxanh_rw.spr	..\man\htfnguatrangxanh_rr.spr	..\man\htfnguatrangxanh_ra01.spr	..\man\htfnguatrangxanh_ra02.spr	..\man\htfnguatrangxanh_rm.spr	..\man\htfnguatrangxanh_rb.spr	..\man\htfnguatrangxanh_rd.spr	..\man\htfnguatrangxanh_ra02.spr	..\man\htfnguatrangxanh_ra02.spr
H¾c Tinh 																																							..\man\htfnguatrangxanh_rs01.spr	..\man\htfnguatrangxanh_rw.spr	..\man\htfnguatrangxanh_rr.spr	..\man\htfnguatrangxanh_ra01.spr	..\man\htfnguatrangxanh_ra02.spr	..\man\htfnguatrangxanh_rm.spr	..\man\htfnguatrangxanh_rb.spr	..\man\htfnguatrangxanh_rd.spr	..\man\htfnguatrangxanh_ra02.spr	..\man\htfnguatrangxanh_ra02.spr
H¾c Hãa																																							..\man\htfnguavang_rs01.spr	..\man\htfnguavang_rw.spr	..\man\htfnguavang_rr.spr	..\man\htfnguavang_ra01.spr	..\man\htfnguavang_ra02.spr	..\man\htfnguavang_rm.spr	..\man\htfnguavang_rb.spr	..\man\htfnguavang_rd.spr	..\man\htfnguavang_ra02.spr	..\man\htfnguavang_ra02.spr
Giao Phong																																							..\man\htfnguavang_rs01.spr	..\man\htfnguavang_rw.spr	..\man\htfnguavang_rr.spr	..\man\htfnguavang_ra01.spr	..\man\htfnguavang_ra02.spr	..\man\htfnguavang_rm.spr	..\man\htfnguavang_rb.spr	..\man\htfnguavang_rd.spr	..\man\htfnguavang_ra02.spr	..\man\htfnguavang_ra02.spr
TuyÕt V« ¶nh																																							..\man\htfnguatrangvang1_rs01.spr	..\man\htfnguatrangvang1_rw.spr	..\man\htfnguatrangvang1_rr.spr	..\man\htfnguatrangvang1_ra01.spr	..\man\htfnguatrangvang1_ra02.spr	..\man\htfnguatrangvang1_rm.spr	..\man\htfnguatrangvang1_rb.spr	..\man\htfnguatrangvang1_rd.spr	..\man\htfnguatrangvang1_ra02.spr	..\man\htfnguatrangvang1_ra02.spr
B¹ch L©n																																							..\man\MA_HTF_119vip2_RD01.spr	..\man\MA_HTF_119vip2_HW01.spr	..\man\MA_HTF_119vip2_HR01.spr	..\man\MA_HTF_119vip2_HA01.spr	..\man\MA_HTF_119vip2_HA02.spr	..\man\MA_HTF_119vip2_HM01.spr	..\man\MA_HTF_119vip2_HI01.spr	..\man\MA_HTF_119vip2_HD01.spr	..\man\MA_HTF_119vip2_RD01.spr	..\man\MA_HTF_119vip2_RD01.spr
