EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
S­ Tö H¾c Kim																																							2018_vip1_ra02.spr	2018_vip1_rw.spr		2018_vip1_ra01.spr	2018_vip1_ra02.spr	2018_vip1_rm.spr	2018_vip1_rb.spr	2018_vip1_rd.spr	2018_vip1_ra02.spr	2018_vip1_ra02.spr
Tr©u Kinh																																																
B¹ch V©n M·																																							118_ra02.spr	118_rw.spr	118_rr.spr	118_ra01.spr	118_ra02.spr	118_rm.spr	118_rb.spr	118_rd.spr	118_ra02.spr	118_ra02.spr
V« ¶nh																																							eff_001_ra02.spr	eff_001_rw.spr	eff_001_rr.spr	eff_001_ra01.spr	eff_001_ra02.spr	eff_001_rm.spr	eff_001_rb.spr	eff_001_rs.spr	eff_001_ra02.spr	eff_001_ra02.spr
S­ Tö  Tr¾ng																																							2018_vip2_ra02.spr	2018_vip2_rw.spr		2018_vip2_ra01.spr	2018_vip2_ra02.spr	2018_vip2_rm.spr	2018_vip2_rb.spr	2018_vip2_rd.spr	2018_vip2_ra02.spr	2018_vip2_ra02.spr
S­ Tö  Vµng																																							2018_vip3_ra02.spr	2018_vip3_rw.spr		2018_vip3_ra01.spr	2018_vip3_ra02.spr	2018_vip3_rm.spr	2018_vip3_rb.spr	2018_vip3_rd.spr	2018_vip3_ra02.spr	2018_vip3_ra02.spr
Hæ R¨ng KiÕm																																							MA_HTF_091_RD01.spr	MA_HTF_091_HW01.spr	MA_HTF_091_HR01.spr	MA_HTF_091_HA01.spr	MA_HTF_091_HA02.spr	MA_HTF_091_HM01.spr	MA_HTF_091_HI01.spr	MA_HTF_091_HD01.spr	MA_HTF_091_RD01.spr	MA_HTF_091_RD01.spr
¤ Truy																																							eff_000_ra02.spr	eff_000_rw.spr	eff_000_rr.spr	eff_000_ra01.spr	eff_000_ra02.spr	eff_000_rm.spr	eff_000_rb.spr	eff_000_rs.spr	eff_000_ra02.spr	eff_000_ra02.spr
Song Vü																																							eff_000_ra02.spr	eff_000_rw.spr	eff_000_rr.spr	eff_000_ra01.spr	eff_000_ra02.spr	eff_000_rm.spr	eff_000_rb.spr	eff_000_rs.spr	eff_000_ra02.spr	eff_000_ra02.spr
Vua Hæ																																							htfho_rs01.spr	htfho_rw.spr	htfho_rr.spr	htfho_ra01.spr	htfho_ra02.spr	htfho_rm.spr	htfho_rb.spr	htfho_rd.spr	htfho_ra02.spr	htfho_ra02.spr
B¨ng Háa L©n																																							htflan_rs01.spr	htflan_rw.spr	htflan_rr.spr	htflan_ra01.spr	htflan_ra02.spr	htflan_rm.spr		htflan_rd.spr	htflan_ra02.spr	htflan_ra02.spr
ThiÕt Gi¸p L©n																																							htflan_rs01.spr	htflan_rw.spr	htflan_rr.spr	htflan_ra01.spr	htflan_ra02.spr	htflan_rm.spr		htflan_rd.spr	htflan_ra02.spr	htflan_ra02.spr
Hoµng L©n																																							htflan_rs01.spr	htflan_rw.spr	htflan_rr.spr	htflan_ra01.spr	htflan_ra02.spr	htflan_rm.spr		htflan_rd.spr	htflan_ra02.spr	htflan_ra02.spr
BÝch L©n																																							MA_HTF_119vip3_RD01.spr	MA_HTF_119vip3_HW01.spr	MA_HTF_119vip3_HR01.spr	MA_HTF_119vip3_HA01.spr	MA_HTF_119vip3_HA02.spr	MA_HTF_119vip3_HM01.spr	MA_HTF_119vip3_HI01.spr	MA_HTF_119vip3_HD01.spr	MA_HTF_119vip3_RD01.spr	MA_HTF_119vip3_RD01.spr
Háa Viªm																																							htfnguatrangxanh_rs01.spr	htfnguatrangxanh_rw.spr	htfnguatrangxanh_rr.spr	htfnguatrangxanh_ra01.spr	htfnguatrangxanh_ra02.spr	htfnguatrangxanh_rm.spr	htfnguatrangxanh_rb.spr	htfnguatrangxanh_rd.spr	htfnguatrangxanh_ra02.spr	htfnguatrangxanh_ra02.spr
H¾c Tinh 																																							htfnguatrangxanh_rs01.spr	htfnguatrangxanh_rw.spr	htfnguatrangxanh_rr.spr	htfnguatrangxanh_ra01.spr	htfnguatrangxanh_ra02.spr	htfnguatrangxanh_rm.spr	htfnguatrangxanh_rb.spr	htfnguatrangxanh_rd.spr	htfnguatrangxanh_ra02.spr	htfnguatrangxanh_ra02.spr
H¾c Hãa																																							htfnguavang_rs01.spr	htfnguavang_rw.spr	htfnguavang_rr.spr	htfnguavang_ra01.spr	htfnguavang_ra02.spr	htfnguavang_rm.spr	htfnguavang_rb.spr	htfnguavang_rd.spr	htfnguavang_ra02.spr	htfnguavang_ra02.spr
Giao Phong																																							htfnguavang_rs01.spr	htfnguavang_rw.spr	htfnguavang_rr.spr	htfnguavang_ra01.spr	htfnguavang_ra02.spr	htfnguavang_rm.spr	htfnguavang_rb.spr	htfnguavang_rd.spr	htfnguavang_ra02.spr	htfnguavang_ra02.spr
TuyÕt V« ¶nh																																							htfnguatrangvang1_rs01.spr	htfnguatrangvang1_rw.spr	htfnguatrangvang1_rr.spr	htfnguatrangvang1_ra01.spr	htfnguatrangvang1_ra02.spr	htfnguatrangvang1_rm.spr	htfnguatrangvang1_rb.spr	htfnguatrangvang1_rd.spr	htfnguatrangvang1_ra02.spr	htfnguatrangvang1_ra02.spr
B¹ch L©n																																							MA_HTF_119vip2_RD01.spr	MA_HTF_119vip2_HW01.spr	MA_HTF_119vip2_HR01.spr	MA_HTF_119vip2_HA01.spr	MA_HTF_119vip2_HA02.spr	MA_HTF_119vip2_HM01.spr	MA_HTF_119vip2_HI01.spr	MA_HTF_119vip2_HD01.spr	MA_HTF_119vip2_RD01.spr	MA_HTF_119vip2_RD01.spr
